user_id|tweet_id|likes|shares|comments|followers|timestamp|language|location|label
user_id_42|tweet_id_24||||279.0|2021-01-26 12:59:09|||Fake
user_id_43|tweet_id_2|474.0|46.0|53.0|1072.0|2022-06-06 19:15:00|English|Mexico City, Mexico|Fake
user_id_44|tweet_id_2|89.0|199.0|37.0|3357.0|2022-02-01 03:47:00|English|São Paulo, Brazil|Fake
user_id_45|tweet_id_1|484.0|79.0|67.0|1942.0|2021-10-06 01:03:00|English|Toronto, Canada|Fake
user_id_46|tweet_id_1|414.0|68.0|61.0|907.0|2020-06-27 07:05:00|English|São Paulo, Brazil|Fake
user_id_47|tweet_id_25||||5831.0|2021-07-30 01:59:52||Boston, MA|Fake
user_id_48|tweet_id_1|76.0|225.0|15.0|4721.0|2020-10-25 19:54:00|English|Los Angeles, USA|Fake
user_id_49|tweet_id_2|210.0|175.0|54.0|4194.0|2021-05-07 21:10:00|English|Dubai, UAE|Fake
user_id_50|tweet_id_26||||17972.0|2021-08-03 10:30:03|||Fake
user_id_51|tweet_id_2|444.0|205.0|44.0|1145.0|2022-02-13 06:16:00|English|Tokyo, Japan|Fake
user_id_52|tweet_id_27||||294.0|2021-04-22 14:16:53||London, England|Fake
user_id_53|tweet_id_1|201.0|131.0|69.0|2948.0|2019-12-26 16:44:00|English|Paris, France|Fake
user_id_54|tweet_id_2|143.0|151.0|30.0|3851.0|2022-11-17 00:19:00|English|Beijing, China|Fake
user_id_55|tweet_id_2|211.0|57.0|12.0|1313.0|2019-12-29 04:41:00|English|Beijing, China|Fake
user_id_56|tweet_id_28||||1274.0|2021-03-24 21:10:12|||Fake
user_id_57|tweet_id_29||||878.0|2021-08-26 13:05:50|||Fake
user_id_58|tweet_id_1|377.0|37.0|86.0|1517.0|2022-03-07 20:58:00|English|Shanghai, China|Fake
user_id_59|tweet_id_2|209.0|98.0|53.0|755.0|2020-09-15 12:34:00|English|Johannesburg, South Africa|Fake
user_id_60|tweet_id_2|250.0|258.0|86.0|2964.0|2021-06-07 18:46:00|English|São Paulo, Brazil|Fake
user_id_61|tweet_id_30||||822.0|2021-01-12 10:11:39|||Fake
user_id_62|tweet_id_1|114.0|275.0|65.0|3819.0|2020-02-03 06:52:00|English|Mexico City, Mexico|Fake
user_id_63|tweet_id_31||||248.0|2021-02-06 17:36:17||Jupiter, FL|Fake
user_id_64|tweet_id_32||||42.0|2021-05-26 08:05:11||Scarborough, N Yorks, England|Fake
user_id_65|tweet_id_33||||329.0|2021-07-02 23:38:51||London UK|Fake
user_id_66|tweet_id_1|451.0|115.0|77.0|2250.0|2020-10-22 00:35:00|English|New York, USA|Fake
user_id_67|tweet_id_2|180.0|256.0|42.0|4442.0|2022-02-17 15:10:00|English|Beijing, China|Fake
user_id_68|tweet_id_34||||365.0|2021-01-08 16:34:23||Baltimore, MD|Fake
user_id_69|tweet_id_35||||11.0|2021-01-01 17:26:33||United States|Fake
user_id_70|tweet_id_36||||3547.0|2021-07-09 01:54:20|||Fake
user_id_71|tweet_id_1|403.0|157.0|75.0|1850.0|2022-01-03 01:53:00|English|Los Angeles, USA|Fake
user_id_72|tweet_id_37||||127497.0|2021-08-04 04:30:19||Chandigarh|Fake
user_id_73|tweet_id_38||||87.0|2021-07-04 18:41:50||AmmoSexual, TX |Fake
user_id_74|tweet_id_39||||543.0|2021-12-03 21:38:01||USA|Fake
user_id_75|tweet_id_40||||3002.0|2021-10-23 23:16:25||D’Aguilar, Brisbane, Aus|Fake
user_id_76|tweet_id_41||||794.0|2021-03-18 15:30:13|||Fake
user_id_77|tweet_id_42||||1789.0|2020-11-18 21:57:52||U.S.A.|Fake
user_id_78|tweet_id_43||||829.0|2021-04-12 13:23:56||13, 77.5|Fake
user_id_79|tweet_id_44||||4794.0|2021-09-08 13:30:16||Enfield|Fake
user_id_80|tweet_id_45||||16551.0|2021-02-23 20:53:44|||Fake
user_id_81|tweet_id_2|426.0|185.0|71.0|1857.0|2022-11-23 06:11:00|English|Madrid, Spain|Fake
user_id_82|tweet_id_46||||2.0|2021-02-14 04:53:36|||Fake
user_id_83|tweet_id_47||||21021.0|2021-08-14 08:10:02||Imperial College London|Fake
user_id_84|tweet_id_2|298.0|85.0|58.0|1548.0|2022-02-27 04:39:00|English|Johannesburg, South Africa|Fake
user_id_85|tweet_id_48||||1546.0|2022-01-10 08:00:23||Hyderabad, india|Fake
user_id_86|tweet_id_1|443.0|291.0|13.0|840.0|2020-03-10 07:42:00|English|Madrid, Spain|Fake
user_id_87|tweet_id_49||||81.0|2021-03-19 22:01:25||Sacramento, CA|Fake
user_id_88|tweet_id_50||||984.0|2021-05-26 21:03:50||Charlotte, NC|Fake
user_id_89|tweet_id_2|381.0|145.0|31.0|4912.0|2022-01-24 15:21:00|English|Berlin, Germany|Fake
user_id_90|tweet_id_51||||7243.0|2021-01-19 16:43:56||England, United Kingdom|Fake
user_id_91|tweet_id_52||||3342.0|2021-07-22 11:33:45||Hyderabad, India|Fake
user_id_92|tweet_id_53|456.0|157.0|80.0|4690.0|2020-07-14 13:06:00|Spanish|Beijing, China|Fake
user_id_93|tweet_id_54||||1373.0|2022-02-04 06:57:48||Monterey Bay Area, CA|Fake
user_id_94|tweet_id_55||||1655.0|2021-12-15 06:30:56||Noida, India|Fake
user_id_95|tweet_id_56||||17.0|2021-01-11 15:05:02|||Fake
user_id_96|tweet_id_5|238.0|143.0|38.0|3136.0|2021-12-13 15:07:00|Russian|Cairo, Egypt|Fake
user_id_97|tweet_id_57||||2923.0|2021-02-15 10:24:53||South Carolina, USA|Fake
user_id_98|tweet_id_1|184.0|298.0|99.0|2057.0|2021-02-23 06:55:00|English|Mexico City, Mexico|Fake
user_id_99|tweet_id_2|394.0|45.0|55.0|2630.0|2021-07-19 16:44:00|English|Moscow, Russia|Fake
user_id_100|tweet_id_2|458.0|206.0|4.0|1416.0|2020-07-18 13:22:00|English|Tokyo, Japan|Fake
user_id_101|tweet_id_58||||804.0|2021-11-04 17:52:01||Oklahoma, USA|Fake
user_id_102|tweet_id_1|8.0|35.0|70.0|2817.0|2020-04-24 04:38:00|English|Sydney, Australia|Fake
user_id_103|tweet_id_2|239.0|145.0|16.0|3283.0|2022-03-25 21:07:00|English|Mexico City, Mexico|Fake
user_id_104|tweet_id_59||||22.0|2022-01-12 19:10:17|||Fake
user_id_105|tweet_id_60||||124.0|2021-04-22 02:18:09||Chicago, IL|Fake
user_id_106|tweet_id_1|341.0|282.0|7.0|3448.0|2021-03-20 01:24:00|English|Sydney, Australia|Fake
user_id_107|tweet_id_1|331.0|261.0|0.0|112.0|2021-10-06 05:58:00|English|Beijing, China|Fake
user_id_108|tweet_id_61||||9715.0|23-08-2020 22:27||New York, NY|Fake
user_id_109|tweet_id_2|390.0|69.0|47.0|2216.0|2020-09-03 06:02:00|English|Tokyo, Japan|Fake
user_id_110|tweet_id_1|451.0|268.0|41.0|709.0|2022-07-22 16:52:00|English|Tokyo, Japan|Fake
user_id_111|tweet_id_62||||25.0|2021-01-12 11:37:30|||Fake
user_id_112|tweet_id_63||||2494.0|2020-11-20 17:30:56||Detroit|Fake
user_id_113|tweet_id_5|179.0|108.0|27.0|2789.0|2022-09-29 04:21:00|Russian|New Delhi, India|Fake
user_id_114|tweet_id_2|217.0|219.0|73.0|1632.0|2021-08-20 01:15:00|English|Los Angeles, USA|Fake
user_id_115|tweet_id_5|266.0|86.0|10.0|280.0|2021-11-06 16:32:00|Russian|Shanghai, China|Fake
user_id_116|tweet_id_64||||35.0|2021-12-06 02:30:15||Bengaluru, India|Fake
user_id_117|tweet_id_65||||4071.0|2022-02-07 19:34:45||2350 Finch Avenue West|Fake
user_id_118|tweet_id_1|27.0|250.0|60.0|421.0|2021-08-13 22:10:00|English|Dubai, UAE|Fake
user_id_119|tweet_id_66||||3271.0|2021-02-13 00:28:07||Cork, Ireland|Fake
user_id_120|tweet_id_5|244.0|289.0|36.0|3976.0|2020-08-16 15:52:00|Russian|Berlin, Germany|Fake
user_id_121|tweet_id_67||||640.0|2021-03-23 16:26:53||University of Oxford, U.K.|Fake
user_id_122|tweet_id_68||||4063.0|2021-02-10 09:38:11||Cornwall, UK|Fake
user_id_123|tweet_id_69||||60.0|2021-03-24 00:37:05|||Fake
user_id_124|tweet_id_70||||1084.0|2021-02-18 11:44:02||hyderabad,Tealangana|Fake
user_id_125|tweet_id_1|26.0|205.0|12.0|1409.0|2022-06-05 04:21:00|English|Shanghai, China|Fake
user_id_126|tweet_id_71||||149.0|2021-10-24 13:29:32||USA|Fake
user_id_127|tweet_id_2|95.0|222.0|47.0|2379.0|2020-06-04 13:16:00|English|Madrid, Spain|Fake
user_id_128|tweet_id_72||||261.0|2022-01-12 15:42:53||Bulgaria|Fake
user_id_129|tweet_id_1|318.0|228.0|88.0|715.0|2020-09-22 17:37:00|English|Moscow, Russia|Fake
user_id_130|tweet_id_73||||2593.0|2022-01-31 10:08:42||USA|Fake
user_id_131|tweet_id_74||||2293.0|2021-02-11 17:48:27||West Virginia|Fake
user_id_132|tweet_id_1|5.0|49.0|58.0|976.0|2022-09-28 09:39:00|English|Paris, France|Fake
user_id_116|tweet_id_75||||24.0|2021-08-24 07:30:05||Bengaluru, India|Fake
user_id_133|tweet_id_76||||335.0|2021-04-27 14:40:23|||Fake
user_id_134|tweet_id_2|202.0|244.0|5.0|4312.0|2021-07-05 18:46:00|English|Dubai, UAE|Fake
user_id_135|tweet_id_77||||286.0|2021-01-08 15:50:50||Houston, TX|Fake
user_id_136|tweet_id_6|194.0|202.0|34.0|1346.0|2020-04-07 03:06:00|Chinese|Moscow, Russia|Fake
user_id_137|tweet_id_78||||209.0|2022-01-11 03:33:11||Srinagar, Jammu And Kashmir|Fake
user_id_138|tweet_id_79||||336.0|2021-01-31 12:39:04||UK|Fake
user_id_139|tweet_id_80|408.0|225.0|94.0|1156.0|2021-10-04 22:34:00|Spanish|Toronto, Canada|Fake
user_id_140|tweet_id_81||||3765.0|2021-10-26 04:00:00||Sri Lanka|Fake
user_id_141|tweet_id_82||||449.0|2021-02-08 22:33:13||London|Fake
user_id_142|tweet_id_83||||1536.0|2021-05-28 10:14:05||India|Fake
user_id_143|tweet_id_2|431.0|121.0|63.0|727.0|2022-04-26 10:49:00|English|Paris, France|Fake
user_id_144|tweet_id_84||||441.0|2021-01-31 04:18:53|||Fake
user_id_145|tweet_id_85||||587.0|2021-01-19 13:08:59||New York, USA|Fake
user_id_146|tweet_id_86|333.0|18.0|23.0|378.0|2021-12-15 12:44:00|Russian|London, UK|Fake
user_id_147|tweet_id_87||||38.0|2021-02-17 14:49:32|||Fake
user_id_148|tweet_id_88||||1457.0|2021-04-22 11:52:49||Dubai, United Arab Emirates|Fake
user_id_149|tweet_id_89||||737.0|2021-12-04 07:44:17||Los Angeles, CA|Fake
user_id_150|tweet_id_1|91.0|14.0|70.0|4700.0|2022-10-23 23:43:00|English|London, UK|Fake
user_id_151|tweet_id_90||||138.0|2021-02-12 20:35:08||Alternate Reality |Fake
user_id_152|tweet_id_2|195.0|78.0|80.0|4676.0|2020-11-09 22:32:00|English|New Delhi, India|Fake
user_id_153|tweet_id_91||||80.0|2021-10-26 11:10:38|||Fake
user_id_154|tweet_id_2|269.0|81.0|12.0|1087.0|2022-04-06 13:10:00|English|New York, USA|Fake
user_id_155|tweet_id_6|407.0|127.0|49.0|1168.0|2022-04-07 23:03:00|Chinese|Tokyo, Japan|Fake
user_id_156|tweet_id_92||||623405.0|2021-01-20 12:00:57||Bhubaneswar, India|Fake
user_id_157|tweet_id_1|151.0|31.0|77.0|4005.0|2021-03-30 14:44:00|English|Sydney, Australia|Fake
user_id_158|tweet_id_93||||92.0|2021-07-29 22:04:06|||Fake
user_id_159|tweet_id_94||||8094.0|2021-01-29 16:54:33||New Delhi, India|Fake
user_id_160|tweet_id_95|254.0|138.0|78.0|3923.0|2022-11-14 08:26:00|French|Johannesburg, South Africa|Fake
user_id_161|tweet_id_1|416.0|12.0|58.0|355.0|2022-04-30 10:06:00|English|Toronto, Canada|Fake
user_id_162|tweet_id_96||||5259.0|2021-02-16 16:44:15||Scotland|Fake
user_id_163|tweet_id_97||||42.0|2021-03-25 10:54:14||Melbourne Australia|Fake
user_id_164|tweet_id_98|408.0|163.0|63.0|2291.0|2021-05-15 23:49:00|Hindi|Sydney, Australia|Fake
user_id_165|tweet_id_2|105.0|255.0|75.0|4766.0|2019-12-06 12:04:00|English|Sydney, Australia|Fake
user_id_166|tweet_id_99||||954.0|2021-11-06 12:45:53|||Fake
user_id_167|tweet_id_100||||52.0|2021-03-19 12:28:02||New York, USA|Fake
user_id_168|tweet_id_5|226.0|272.0|69.0|3114.0|2021-12-20 10:10:00|Russian|Madrid, Spain|Fake
user_id_169|tweet_id_101||||6690.0|2021-05-25 14:33:35||Hamilton, Ontario|Fake
user_id_170|tweet_id_2|396.0|277.0|87.0|3480.0|2021-11-06 04:40:00|English|Madrid, Spain|Fake
user_id_171|tweet_id_102|404.0|285.0|58.0|1227.0|2019-12-18 05:43:00|Arabic|São Paulo, Brazil|Fake
user_id_172|tweet_id_103||||242.0|2022-02-21 20:29:38|||Fake
user_id_173|tweet_id_2|214.0|117.0|54.0|287.0|2022-06-09 14:03:00|English|Moscow, Russia|Fake
user_id_174|tweet_id_104||||2869.0|2021-01-13 19:27:35||London, England|Fake
user_id_175|tweet_id_1|836.0|4926.0|118.0|157908.0|2020-05-13 17:02:00|English|Cairo, Egypt|Fake
user_id_176|tweet_id_105||||1.0|2021-03-25 22:00:03||Los Angeles, CA |Fake
user_id_177|tweet_id_106||||891.0|2021-07-24 04:31:16||Conservative Prosperous Red FL|Fake
user_id_178|tweet_id_1|288.0|152.0|89.0|3336.0|2020-12-25 03:59:00|English|Toronto, Canada|Fake
user_id_179|tweet_id_107||||1461.0|2020-12-27 15:46:57||NYC|Fake
user_id_180|tweet_id_108||||222.0|2021-02-14 02:09:40||Brazil|Fake
user_id_181|tweet_id_109||||210.0|2021-11-18 05:44:52|||Fake
user_id_182|tweet_id_1|233.0|223.0|5.0|2653.0|2020-11-03 14:18:00|English|São Paulo, Brazil|Fake
user_id_183|tweet_id_1|68.0|97.0|35.0|4759.0|2020-10-16 13:44:00|English|Paris, France|Fake
user_id_184|tweet_id_1|455.0|35.0|21.0|4786.0|2022-09-03 18:30:00|English|Shanghai, China|Fake
user_id_185|tweet_id_2|49.0|171.0|96.0|1228.0|2020-06-29 19:46:00|English|Berlin, Germany|Fake
user_id_186|tweet_id_1|416.0|216.0|8.0|2389.0|2021-07-09 08:47:00|English|New York, USA|Fake
user_id_187|tweet_id_110||||5545.0|2021-02-09 10:53:16||Federal Capital Territory|Fake
user_id_188|tweet_id_1|263.0|64.0|71.0|4281.0|2021-04-28 12:46:00|English|Johannesburg, South Africa|Fake
user_id_189|tweet_id_1|332.0|195.0|14.0|4195.0|2020-12-27 04:16:00|English|Shanghai, China|Fake
user_id_190|tweet_id_5|138.0|199.0|79.0|4033.0|2020-09-22 09:49:00|Russian|Beijing, China|Fake
user_id_191|tweet_id_2|124.0|274.0|93.0|186.0|2022-10-08 14:52:00|English|Paris, France|Fake
user_id_192|tweet_id_111||||624.0|2021-11-06 20:59:58||9th Street Market, Bella Vista|Fake
user_id_193|tweet_id_112||||20974.0|2021-02-06 14:50:11||Cardiff and the Vale, Wales|Fake
user_id_194|tweet_id_2|467.0|140.0|5.0|4775.0|2021-03-22 13:47:00|English|Johannesburg, South Africa|Fake
user_id_195|tweet_id_5|245.0|140.0|26.0|429.0|2021-04-11 16:15:00|Russian|Tokyo, Japan|Fake
user_id_196|tweet_id_1|291.0|185.0|98.0|2061.0|2021-06-12 20:36:00|English|New Delhi, India|Fake
user_id_197|tweet_id_113||||29.0|2021-02-01 15:15:18||United States|Fake
user_id_45|tweet_id_2|20.0|60.0|39.0|816.0|2021-11-07 04:58:00|English|Berlin, Germany|Fake
user_id_198|tweet_id_114||||105.0|2021-03-18 18:26:57||Somewhere near Chicago|Fake
user_id_199|tweet_id_2|153.0|70.0|97.0|3306.0|2021-03-04 02:06:00|English|Tokyo, Japan|Fake
user_id_200|tweet_id_115||||11398.0|2021-12-11 00:25:42||Maryland and Maine|Fake
user_id_201|tweet_id_116||||173.0|2021-04-12 22:47:27||New York|Fake
user_id_202|tweet_id_117||||1272.0|2021-03-24 17:57:16||Washington, D.C.|Fake
user_id_203|tweet_id_118||||87.0|2021-05-29 11:41:18||Armagh, Northern Ireland|Fake
user_id_204|tweet_id_119||||3877.0|2021-03-24 23:03:19||Melbourne, Victoria|Fake
user_id_205|tweet_id_120||||1423.0|2021-02-12 05:57:15||New Delhi|Fake
user_id_206|tweet_id_121||||1795.0|2021-01-20 01:26:01||Chicago, IL|Fake
user_id_207|tweet_id_122||||12475.0|2021-01-08 07:48:42||🇿🇦|Fake
user_id_208|tweet_id_123||||8428.0|2022-03-06 16:01:25||Leeds, England|Fake
user_id_209|tweet_id_124||||46.0|2021-02-20 16:59:56|||Fake
user_id_210|tweet_id_20|391.0|136.0|30.0|4087.0|2022-08-18 07:59:00|Chinese|Shanghai, China|Fake
user_id_211|tweet_id_125||||297.0|2021-01-28 13:01:26||United Stated|Fake
user_id_116|tweet_id_126||||38.0|2022-07-08 05:00:15||Bengaluru, India|Fake
user_id_116|tweet_id_127||||38.0|2022-05-13 06:00:16||Bengaluru, India|Fake
user_id_212|tweet_id_5|166.0|33.0|31.0|3998.0|2021-09-24 10:15:00|Russian|Johannesburg, South Africa|Fake
user_id_213|tweet_id_128||||845.0|2022-01-11 17:03:08||Lost in chaos|Fake
user_id_214|tweet_id_129||||493.0|2021-02-09 14:05:39|||Fake
user_id_215|tweet_id_1|249.0|119.0|92.0|4074.0|2022-04-02 14:16:00|English|Paris, France|Fake
user_id_216|tweet_id_2|158.0|282.0|66.0|2985.0|2022-04-21 20:57:00|English|London, UK|Fake
user_id_217|tweet_id_5|335.0|177.0|50.0|3032.0|2022-09-23 13:06:00|Russian|Beijing, China|Fake
user_id_218|tweet_id_130||||610.0|2021-12-04 10:58:54||Welwyn Garden City & Hatfield|Fake
user_id_219|tweet_id_1|419.0|261.0|71.0|4841.0|2021-10-30 20:01:00|English|New York, USA|Fake
user_id_220|tweet_id_2|32.0|131.0|51.0|2217.0|2021-07-05 03:35:00|English|Madrid, Spain|Fake
user_id_221|tweet_id_1|49.0|113.0|91.0|2343.0|2020-01-16 17:51:00|English|Beijing, China|Fake
user_id_222|tweet_id_2|250.0|196.0|46.0|4410.0|2020-01-12 09:30:00|English|Beijing, China|Fake
user_id_223|tweet_id_131||||13955.0|2021-02-05 14:11:42||India|Fake
user_id_224|tweet_id_2|127.0|232.0|66.0|1210.0|2021-02-19 15:44:00|English|Madrid, Spain|Fake
user_id_225|tweet_id_1|363.0|274.0|86.0|3114.0|2022-11-15 04:00:00|English|Toronto, Canada|Fake
user_id_226|tweet_id_132||||938.0|2021-02-07 08:40:00||Birmingham, GB and Wexford, IE|Fake
user_id_227|tweet_id_6|256.0|172.0|90.0|2518.0|2019-12-11 06:38:00|Chinese|Shanghai, China|Fake
user_id_228|tweet_id_2|397.0|79.0|14.0|311.0|2022-02-03 10:19:00|English|Sydney, Australia|Fake
user_id_229|tweet_id_102|254.0|227.0|2.0|734.0|2021-12-23 21:35:00|Arabic|Shanghai, China|Fake
user_id_230|tweet_id_2|141.0|194.0|88.0|802.0|2021-02-08 21:43:00|English|Beijing, China|Fake
user_id_231|tweet_id_133||||17625.0|2021-07-16 04:32:11||Sri Lanka|Fake
user_id_232|tweet_id_134||||91.0|2021-02-17 13:35:23||Bandera TX|Fake
user_id_233|tweet_id_135||||6460.0|2021-03-12 01:55:35||Texas, USA|Fake
user_id_234|tweet_id_2|326.0|254.0|95.0|758.0|2021-03-14 10:05:00|English|Berlin, Germany|Fake
user_id_235|tweet_id_2|82.0|288.0|24.0|1963.0|2021-09-07 23:19:00|English|Berlin, Germany|Fake
user_id_236|tweet_id_1|398.0|48.0|16.0|2875.0|2021-07-06 04:23:00|English|Mexico City, Mexico|Fake
user_id_237|tweet_id_136||||142.0|2021-08-17 21:45:09|||Fake
user_id_238|tweet_id_137||||26.0|2020-11-20 23:22:23||United States|Fake
user_id_239|tweet_id_20|194.0|245.0|43.0|3320.0|2020-06-23 03:07:00|Chinese|London, UK|Fake
user_id_240|tweet_id_2|290.0|82.0|30.0|4038.0|2022-09-01 14:52:00|English|Mexico City, Mexico|Fake
user_id_241|tweet_id_1|306.0|119.0|78.0|4278.0|2021-05-18 18:05:00|English|Beijing, China|Fake
user_id_242|tweet_id_2|449.0|18.0|80.0|3592.0|2021-04-17 06:17:00|English|New Delhi, India|Fake
user_id_243|tweet_id_1|192.0|241.0|77.0|2003.0|2020-09-05 09:09:00|English|Mexico City, Mexico|Fake
user_id_244|tweet_id_2|267.0|12.0|93.0|2372.0|2022-01-04 20:38:00|English|Dubai, UAE|Fake
user_id_245|tweet_id_138||||3660.0|2021-08-09 19:13:11||Charlotte, NC|Fake
user_id_246|tweet_id_1|305.0|196.0|45.0|1320.0|2020-03-04 18:20:00|English|Berlin, Germany|Fake
user_id_247|tweet_id_139||||2687.0|2021-01-29 10:32:42||Johannesburg/Africa +Pinner/UK|Fake
user_id_248|tweet_id_140||||3306.0|2021-08-19 05:36:11||Estados Unidos|Fake
user_id_123|tweet_id_141||||14.0|2021-04-22 08:59:18|||Fake
user_id_249|tweet_id_142||||12.0|19-08-2020 05:57|||Fake
user_id_250|tweet_id_1|295.0|107.0|49.0|1922.0|2021-03-11 02:16:00|English|Johannesburg, South Africa|Fake
user_id_251|tweet_id_5|498.0|142.0|57.0|2211.0|2021-09-17 04:19:00|Russian|Johannesburg, South Africa|Fake
user_id_252|tweet_id_143||||90.0|2020-12-30 10:43:49|||Fake
user_id_253|tweet_id_1|405.0|112.0|52.0|2338.0|2022-04-19 04:00:00|English|Tokyo, Japan|Fake
user_id_254|tweet_id_144||||112.0|2022-01-27 08:15:09||At sea|Fake
user_id_255|tweet_id_145||||5672.0|2022-01-11 20:46:01||Seattle, Washington|Fake
user_id_256|tweet_id_146||||76.0|2022-04-10 12:26:04||Covidstan|Fake
user_id_257|tweet_id_1|311.0|31.0|59.0|4849.0|2022-01-06 09:00:00|English|Berlin, Germany|Fake
user_id_258|tweet_id_2|64.0|255.0|79.0|3495.0|2020-09-10 22:42:00|English|Moscow, Russia|Fake
user_id_259|tweet_id_147||||911.0|2022-01-20 14:40:43||Kenya. A wonderful country....|Fake
user_id_260|tweet_id_148||||2038.0|2021-07-09 08:45:03||Surrey|Fake
user_id_261|tweet_id_86|361.0|240.0|17.0|707.0|2021-01-04 06:56:00|Russian|Dubai, UAE|Fake
user_id_262|tweet_id_2|289.0|272.0|17.0|3195.0|2021-10-14 00:57:00|English|Tokyo, Japan|Fake
user_id_263|tweet_id_149||||5943.0|2021-02-24 14:07:46||Falkirk|Fake
user_id_116|tweet_id_150||||38.0|2022-04-23 08:00:05||Bengaluru, India|Fake
user_id_264|tweet_id_151||||15.0|2021-01-12 11:16:33||విశ్వం విష్ణుః|Fake
user_id_265|tweet_id_152||||97.0|2021-04-12 15:21:01||New Delhi, India|Fake
user_id_266|tweet_id_1|155.0|242.0|69.0|2964.0|2021-07-03 07:58:00|English|Paris, France|Fake
user_id_267|tweet_id_2|6.0|238.0|73.0|1435.0|2022-11-09 01:14:00|English|Shanghai, China|Fake
