created_at,full_text,screen_name,name,in_reply_to,retweeted_status,quoted_status,favorite_count,retweet_count,bookmark_count,quote_count,reply_count,views_count,favorited,retweeted,bookmarked
2025-01-07 21:44:28 -10:00,"@USATRUMPMAN1 You need herbal cure for Breast cancer,gerd, Bursitis,Tinnitus,Mds,Lymedisease, COPD,Prostate disease,Diabetes, high Cholesterol,Psoriasis,Lupus,HPV,Arthritis,Low Sperm,Fibroid,Infertility, E.D,https://t.co/RO3FqYApfP ; drsalamihakeem19@gmail.com WhatsApp +229 42 50 56 14",screen_name45,name45,1.8764308090388032e+18,,,0,0,0,0,0,36.0,False,False,False
2025-01-08 06:44:15 -10:00,"@WHO @jonasgahrstore You need herbal cure for Breast cancer,gerd, Bursitis,Tinnitus,Mds,Lymedisease, COPD,Prostate disease,Diabetes, high Cholesterol,Psoriasis,Lupus,HPV,Arthritis,Low Sperm,Fibroid,Infertility, E.D,https://t.co/RO3FqYApfP ; drsalamihakeem19@gmail.com WhatsApp +229 42 50 56 14",screen_name45,name45,1.8751136789676485e+18,,,0,0,0,0,0,39.0,False,False,False
2025-01-08 13:57:11 -10:00,"@_TRUMP4547 You need herbal remedy for Breast cancer,gerd, Bursitis,Tinnitus,Mds,Lymedisease, COPD,Prostate disease,Diabetes, high Cholesterol,Psoriasis,Lupus,HPV,Arthritis,Low Sperm,Fibroid,Infertility, E.D,https://t.co/RO3FqYApfP ; drsalamihakeem19@gmail.com WhatsApp +229 42 50 56 14",screen_name45,name45,1.8766879221640686e+18,,,0,0,0,0,0,17.0,False,False,False
2025-01-09 05:47:02 -10:00,"How does #cervicalcancer, primarily caused by HPV, affect fertility? Listen to #infertility specialist Dr. Julie Lamb of @PNWFSpecialists answer at 06:14 min here: https://t.co/MIsv6D5Vyl  \n#cervicalcancerawareness  #CervicalCancerAwarenessMonth #CervicalScreening #Fertility2025",screen_name47,name47,,,,0,0,0,0,0,74.0,False,False,False
2025-01-13 02:31:27 -10:00,"https://t.co/jyifxrWWVO\n\n“But STDs have long term and devastating impacts on female health, HPV which can cause genital warts has been linked to cervical cancer, it is an STD that men don’t worry about, yet it could kill us. Chlamydia can cause infertility in women…”",screen_name48,name48,,,,0,0,0,0,0,125.0,False,False,False
2025-01-14 17:06:52 -10:00,@PaulRee05543701 @realTrumpNewsX The HPV vx has M DNA in F vx &amp; F in M vx. India found out and sued Gates and Merck and banned it after infertility body dysmorphia illness deaths and gender confusion...,screen_name37,name37,1.879205447531635e+18,,,0,0,0,0,0,39.0,False,False,False
2025-01-14 21:59:51 -10:00,"@Paultheking_ @virtuousii The value of a male whore\n1. Gonorrhea = infertility\n2. Syphilis =seizures, dementia\n3. Chlamydia =blindness in babies, infertility\n4.HPV= cancer\n5. HIV= ☠️\n6. Hepatitis B= liver failure\n7. PID = tubes damage\n8. Herpes\n9. Emotional and psychological trauma\n10. Untimely death.",screen_name49,name49,1.8791956508874307e+18,,,7,0,0,0,0,127.0,False,False,False
2025-01-14 22:03:02 -10:00,"@virtuousii The value of a male whore\n1. Gonorrhea = infertility\n2. Syphilis =seizures, dementia\n3. Chlamydia =blindness in babies, infertility\n4.HPV= cancer\n5. HIV= ☠️\n6. Hepatitis B= liver failure\n7. PID = tubes damage\n8. Herpes\n9. Emotional and psychological trauma\n10. Untimely death.",screen_name49,name49,1.8792059848429489e+18,,,620,48,42,4,2,13009.0,False,False,False
2025-01-15 01:18:23 -10:00,Women PSA \nThis was me i was unhealthy and unfit couldn't lose weight hormone imbalanced.\nK1800 health pad helps your cure all this contact me 🙏🏽 save a life\nTreat those infections that have refused all cure. \nFibroids/anmeia/infertility/UTi/HPV https://t.co/c9IqzYCJ8V,screen_name50,name50,,,,2,2,2,0,1,508.0,False,False,False
2025-01-15 04:50:10 -10:00,"@BasedRispaw @BlockBuzz2137 $okayeg m8. Just know that when the eggs go extinct you blame the $roost chicken for giving all the chickens squaids, hpv, gonorrhea, and infertility. Horny roost gotta stop being horny around my chickens https://t.co/BwBCRwn28t",screen_name51,name51,1.8795373692984159e+18,,,3,0,0,0,0,66.0,False,False,False
2025-01-15 10:02:38 -10:00,How many women under 28 get cervical cancer?  The answer:\nit is extremely rare.  Less than 600/year in the US.  Meanwhile the risks of infertility as a result of the HPV vaccination are considerably higher that the number of women who may have not gotten cervical cancer.  \n\nWhen the cure is worse than the disease...,screen_name52,name52,1.879469165255459e+18,,,3,0,0,0,3,189.0,False,False,False
2025-01-15 10:16:59 -10:00,"Please see below list of recent studies on the risk of hpv and infertility, can you send through information to back up you claim? \n\nKey Studies on HPV Vaccine and Infertility\n1.Naleway et al. (2018)\n•Study: Evaluated over 199,000 women who received the HPV vaccine.\n•Findings: No evidence of reduced fertility in vaccinated women. In fact, vaccinated women who had a history of sexually transmitted infections (STIs) had better pregnancy outcomes compared to unvaccinated women.\n•Conclusion: HPV vaccination is not associated with infertility.\n2.Feiring et al. (2015)\n•Study: Focused on ovarian function and potential risks of premature ovarian insufficiency (POI).\n•Findings: No association between HPV vaccination and POI.\n•Conclusion: The vaccine is safe and does not impact ovarian function.\n3.Donahue et al. (2019)\n•Study: Investigated reports of premature ovarian failure (POF) in relation to HPV vaccination in the Vaccine Adverse Event Reporting System (VAERS).\n•Findings: No causal relationship was identified between the vaccine and POF.\n4.Scheller et al. (2017)\n•Study: A large Danish cohort study examined reproductive health in women who received the HPV vaccine.\n•Findings: No differences in fertility rates between vaccinated and unvaccinated women.\n•Conclusion: HPV vaccination does not impair fertility.\n\nInfertility Risks of HPV Infection vs. HPV Vaccine\n•HPV Infection: HPV itself is linked to infertility due to its association with pelvic inflammatory disease (PID), cervical dysplasia, and scarring from treatments for HPV-related conditions.\n•HPV Vaccine: The vaccine prevents HPV infections and reduces the need for invasive treatments that might affect fertility, such as cervical surgerie",screen_name53,name53,1.8796202260962186e+18,,,6,1,1,0,0,119.0,False,False,False
2025-01-15 13:12:35 -10:00,@FCopier @Pete5731494424 @mind_basic @DrNeilStone There is no evidence that HPV vaccine causes increased infertility.,screen_name54,name54,1.8796202260962186e+18,,,3,0,0,0,0,37.0,False,False,False
2025-01-16 02:48:48 -10:00,"I was recently provided with health care insurance persuasive tactics used in Ireland to entice boys to take HPV - which has long term sterile infertility effects on men later in life.\n\nInvestigation into spermatogenesis and impact of Coronavirus on Male fertility. 30 year since HPV vaccine was introduced to American kids.\nhttps://t.co/PMB2RxoYdP…\nThe Irish insurance agent argument discussed with me was if a family member died of cancer than the young school boys should take HPV. \n\nMore than 200 different types of HPV have been identified, including those acknowledged by the International Agency for Research on Cancer (IARC) as high-risk (HPV16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 68), associated with cancers of the cervix, vagina, vulva, anus, head and neck, and penis; and those recognized as low-risk (HPV6 and 11) involved in the development of benign lesions, such as genital warts.\n\nGardasil 9 protects against 9 types of cancer-causing HPV types 6, 11, 16, 18, 31, 33, 45, 52, and 58.While only 9vHPV has been available for use in the U.S. since late 2016, safety studies of 4vHPV (Gardasil)\n\nMale infertility is a contributing factor in approximately 30–40% of cases\nMale infertility is a multifactorial condition, and among the causes implicated with this status, it is possible to find genetic disorders, anatomical defects, systemic diseases, sexually transmitted infections, varicocele, oxidative stress, and erectile dysfunction as well as lifestyle factors, including smoking, diet, and radiation and xenobiotic exposure [1,3,4]. All these variables can negatively influence the processes involved in adequate sperm production, such as spermatogenesis, epididymal maturation, sperm storage, sperm transport, and accessory gland function [5]. Nevertheless, about 50% of infertile men are subject to idiopathic infertility, in which only oligospermia, asthenospermia, teratozoospermia, or other alterations are found in sperm [3].\nhttps://t.co/oFn0aVCPnu…",screen_name55,name55,1.879860545664205e+18,,,0,0,0,0,0,43.0,False,False,False
2025-01-16 17:47:41 -10:00,@TheRealMac08 @dvinolivia @AlastairMcA30 There's no link between the HPV vaccine and infertility.,screen_name56,name56,1.8800640215269007e+18,,,0,0,0,0,1,57.0,False,False,False
2025-01-16 18:29:09 -10:00,"@OXHarryH1 @texasrunnerDFW The HPV vaccine is far from a godsend unless you consider paralysis, auto-immune disorders, early menopause, infertility and death a godsend.",screen_name57,name57,1.8799666418843935e+18,,,1,0,0,0,0,26.0,False,False,False
2025-01-17 07:05:48 -10:00,"@TheRealMac08 @dvinolivia @AlastairMcA30 Well, do some proper fucking research then, get it peer reviewed by reputable medical scientists, &amp; publish your research. Your knowing people who blame their infertility on the HPV vaccine is meaningless. It's like people blaming autism  on the MMR vaccine - totally irrational.",screen_name56,name56,1.8802979400462956e+18,,,2,0,0,0,1,40.0,False,False,False
2025-01-17 22:45:38 -10:00,"@KumaoniDeepti tech does not matter, all vaccines harm.\n#hpv vaccines contain #polysorbate80 which is known to cause many harms including infertility",screen_name58,name58,1.8805330392285924e+18,,,4,0,0,0,0,65.0,False,False,False
2025-01-18 07:18:02 -10:00,"2/4\nGardasil proved to be extremely dangerous, yet both Merck and the FDA ignored the alarming data and continued promoting it, even as it resulted in unprecedented injuries, including autoimmunity, POTS, infertility, and death. Notably, many of these issues mirror those assoc ..",screen_name59,name59,,,,0,0,0,0,0,31.0,False,False,False
2025-01-18 17:03:29 -10:00,"@elonmusk HPV vaccine caused secondary infertility.  Doctor says I need ivf, but I have zero fertility coverage.",screen_name60,name60,1.8805364774463365e+18,,,1,0,0,0,0,27.0,False,False,False
2025-01-22 05:36:39 -10:00,@StregaFiglia @MdBreathe Gardasil causes infertility!!,screen_name61,name61,1.881926153616986e+18,,,0,0,0,0,1,143.0,False,False,False
2025-01-22 15:25:23 -10:00,Study Offers Insights Into Male HPV Infection’s Potential Role in Infertility | Reproductive Health\n\n#HPV #MaleFertility #STD #Fertility #Vaccine  https://t.co/W0HZbcFojA,screen_name62,name62,,,,0,0,0,0,0,58.0,False,False,False
2025-01-23 05:35:11 -10:00,Male HPV Infection  and Infertility\nhttps://t.co/64TsaABwsT,screen_name63,name63,,,,1,0,0,0,0,348.0,False,False,False
2025-01-23 08:44:13 -10:00,@DeanChatt @jonharris1989 Look at the stats after the HPV vaccine was introduced too. Noticeable uptick in infertility starting then. Got worse in '20/'21.,screen_name64,name64,1.8824598239478298e+18,,,3,0,0,0,0,221.0,False,False,False
2025-01-23 18:59:10 -10:00,@speakshoutroar If people didn't make the connection between experimental jabs and 'died suddenly' then no way will they be able to connect HPV jab today and infertility 5 to 15 years from now\n\nCriminal brilliance.,screen_name65,name65,1.882649591990088e+18,,,4,2,1,0,1,80.0,False,False,False
2025-01-24 03:14:35 -10:00,@Mickskinz Ok. \n\nIt's the HPV vaccine being given in schools &amp; to boys (without a cervix) thats raising alarm re infertility. My son was offered it🙄 declined\n\nMuch better to teach your daughter to be circumspect when contemplating on embarking a sexual beginning. \n\nAnd regular Smear tests.,screen_name66,name66,1.8827595609490473e+18,,,1,0,0,0,1,37.0,False,False,False
2025-01-24 13:43:49 -10:00,@dr_andrealove The HPV vax Guardasil is known to cause infertility issues in young/teen women.  I refused for my children to get this horrid vax.,screen_name67,name67,1.8827875281364337e+18,,,1,0,0,0,0,56.0,False,False,False
2025-01-25 06:12:21 -10:00,"@ksdknews I'll bet. Who's promoting the task force? Paying for test kits? Makes swabs? Makes vax? BIG pharma and G8s. Efficacy of tests? Follow the money. Know HPV vax has caused infertility? Healthcare needs people $ick. G8s manufactures swabs. Test that thing, first.",screen_name68,name68,1.8831007599206938e+18,,,0,0,0,0,0,13.0,False,False,False
2025-01-25 09:01:47 -10:00,"@WHO HPV vaccine kills, and can cause infertility.  Truly, a globalist's dream.",screen_name69,name69,1.8826747530071247e+18,,,0,0,0,0,0,6.0,False,False,False
2025-01-26 04:06:59 -10:00,"Back in 2006 Gardasil, the HPV vaccine, went into the market, and there were a number of lawsuits filed by women for infertility, early menopause, and even at times, death. This is also when vaccine immunity was introduced. A number of women who took Gardasil Have collectively now filed several class action lawsuits starting in 2019 and there are approximately 2000 lawsuits at this point due to false advertising of Gardasil side effects. They had to find another way to go after Merck for damages caused by the vaccine.\n\nFor women, cancer cells accelerate in growth post-menopause so by causing early menopause it’s very likely more cancer is being found in younger women who took the vax.",screen_name70,name70,1.8834581630239785e+18,,,3,0,0,0,4,783.0,False,False,False
2025-01-26 16:53:04 -10:00,@stopvaccinating @DrNeilStone I know so many young women struggling with infertility and wonder if HPV is the cause.,screen_name71,name71,1.8837062382211075e+18,,,129,1,1,0,12,2637.0,False,False,False
2025-01-26 17:18:23 -10:00,@DrNeilStone Hpv shot caused infertility in numerous relatives &amp; friends children. DANGEROUS,screen_name72,name72,1.8832983897496003e+18,,,0,0,0,0,0,2.0,False,False,False
2025-01-26 17:23:26 -10:00,@DrNeilStone HPV causes infertility. Yet another depopulation tool!!! Merck covering up\nLosses on their health Vioxx drug lmao. 🤡🌎,screen_name73,name73,1.8832983897496003e+18,,,0,0,0,0,0,18.0,False,False,False
2025-01-26 17:26:34 -10:00,"@DrNeilStone No surprises he chose HPV, which mostly affects women, rather than, say, mumps, which can cause infertility &amp; testicular cancer in men.",screen_name74,name74,1.8835493341612895e+18,,,8,0,0,0,0,1183.0,False,False,False
2025-01-26 17:32:48 -10:00,THE HPV VAXX CREATED A LOT OF INFERTILITY.,screen_name75,name75,,,1.8837062382211075e+18,0,0,0,0,0,9.0,False,False,False
2025-01-26 18:48:29 -10:00,@GoldenEagle1976 @stopvaccinating @DrNeilStone It's not from the HPV. You might want to reach PCBs if you're looking for a possible cause. Infertility rates were on the rise way before the HPV was available.,screen_name76,name76,1.8837097827477588e+18,,,0,0,0,0,1,109.0,False,False,False
2025-01-26 20:38:06 -10:00,"I worked for Merck. We lied to sell \nHere is the Merck HPV SHOT INSERT https://t.co/foi2p0Asdb\n-page 2 “this shot may not work” \n- page 10 Guillain-Barré syndrome\n-page 7 SERIOUS ADVERSE EVENTS pulmonary embolus, sepsis, pancreatic cancer, acute renal failure, heart attack, \nPage 8  age 9-26 side effect AUTOIMMUNE DISORDER, myocarditis, vitiligo, IBS, diabetes 1 (happened to 2 youth I know) \n- Page 1 “this shot doesn’t protect against HPv already exposed”\n  “Vaccination with GARDASIL may not result in protection in all\nvaccine recipients. (1.3)\n• GARDASIL has not been demonstrated to prevent HPV-related\nCIN 2/3 or worse in women older than 26 years of age. (14.7)\n• page 1 seizure-like activity, has been\nreported following vaccination with GARDASIL.\nSection 6.1 study was not for long - side effects watched 14 days \nSection 6.2 post-marketing side effects:\nBlood and lymphatic system disorders: Autoimmune hemolytic anemia, \nidiopathic thrombocytopenic purpura, lymphadenopathy.\nRespiratory, thoracic, mediastinal disorders: Pulmonary embolus.\nGastrointestinal disorders: Nausea, pancreatitis, vomiting.\nGeneral disorders and administration site conditions: Asthenia, chills, death, fatigue, malaise.\nImmune system disorders: Autoimmune diseases, hypersensitivity,\nanaphylactic/anaphylactoid reactions, bronchospasm, aurticaria.\nMusculoskeletal and connective tissue disorders: Arthralgia, myalgia.\nNervous system disorders: Acute disseminated encephalomyelitis, dizziness, Guillain-Barré syndrome, headache, motor neuron disease, paralysis, seizures, syncope (including syncope associated with tonic-clonic movements and other seizure-like activity) sometimes resulting in falling with injury, transverse myelitis.\nInfections and infestations: cellulitis.\nVascular disorders: Deep venous thrombosis.",screen_name77,name77,1.8835729196931238e+18,,,227,66,53,9,14,7744.0,False,False,False
2025-01-27 03:14:41 -10:00,"@DrNeilStone Since HPV also can lead to male infertility, being antivax does at least have a slight upside in this case.",screen_name78,name78,1.8835493341612895e+18,,,0,0,0,0,0,6.0,False,False,False
2025-01-27 03:50:34 -10:00,"@GoldenEagle1976 @stopvaccinating @DrNeilStone If they had the vac it can cause infertility.\nViruses don't exist.\nDismantling the Virus-Theory\nThe Virus Misconception. Part 2\nThe Virus Misconception. Part 3\n\nSanjay ""John""\nDr. Tom Cowan\nIn Africa millions of woman are sterilized with HPV  vac's",screen_name79,name79,1.8837097827477588e+18,,,1,0,0,0,0,51.0,False,False,False
2025-01-27 05:01:55 -10:00,@DrNeilStone Driving huge increases in infertility. I have had 2 gynecologists tell me not to give HPV vaccines to my kids,screen_name80,name80,1.8835729196931238e+18,,,0,0,0,0,0,3.0,False,False,False
2025-01-27 06:28:22 -10:00,"@Stephjd420 @DrNeilStone It’s also been proven to cause infertility amongst many other things. The current HPV vaccine is not safe, I agree with that. However, there needs to be a safer option for those that wish to take it.",screen_name81,name81,1.8838869374609454e+18,,,6,0,0,0,7,467.0,False,False,False
2025-01-27 09:20:11 -10:00,"@WaywardRabbler Africa has been a testing ground for various Gates funded vaccines. Some trials ended up really, really bad, like gardasil. Speaking about infertility. So, yeah, info spread like wildfire through word of mouth, or of social media",screen_name82,name82,1.883957408474772e+18,,,1,0,0,0,1,14.0,False,False,False
2025-01-27 10:11:39 -10:00,@stopvaccinating @DrNeilStone HPV vaccine in my teens gave me years of “unexplained infertility” as an adult,screen_name83,name83,1.8837062382211075e+18,,,0,0,0,0,0,21.0,False,False,False
2025-01-28 03:17:34 -10:00,Infertility was the goal of the HPV FROM THE BEGINNING https://t.co/vas3opWPk3,screen_name84,name84,,,,0,0,0,0,0,4.0,False,False,False
2025-01-28 03:44:01 -10:00,@CheriDiNovo A healthy immune system kills all types of HPV from the body ... those shoddy vaccines that harm girls and boys causing infertility didn't eliminate cervical cancer..as it takes decades for cervical cancer to show up and these vaccines haven't been out long enough.,screen_name85,name85,1.8838487531380247e+18,,,2,0,0,0,0,8.0,False,False,False
2025-01-28 06:09:57 -10:00,@DrNeilStone HPV vacinne causes unexplained infertility @realDonaldTrump,screen_name86,name86,1.8835729196931238e+18,,,0,0,0,0,0,5.0,False,False,False
2025-01-28 06:30:14 -10:00,"Let's bust the myth: HPV vaccine does NOT cause infertility. \n\nIt's safe, effective, and prevents cervical and other cancers.\n#LearningTuesday with Dr ZSB,\n\nShare to spread awareness and empower others with the truth.\n#DrZSB #HPVVaccine\n#CervicalCancerAwareness\n#HealthFacts https://t.co/5wnN1YTDtt",screen_name87,name87,,,,50,31,0,3,1,2917.0,False,False,False
2025-01-28 07:23:35 -10:00,I fully support the below message from my sister. HPV vaccines DO NOT cause infertility.,screen_name88,name88,,,1.8842778192468052e+18,3,0,0,0,0,123.0,False,False,False
2025-01-28 08:03:37 -10:00,"I would hate for your efforts to be on fraud for lining pocketbooks when you could use your skill for CLIA lab neutraceuticals to support immunity as a first defense unless the motive is population like HPV in Africa and infertility data?  The fluorescent nanoparticle studies related to my 6 days of federal hearings are from Paris and Dr. Shoenfelds work in Israel, and my expert witness Chris Exley in UK on aluminum and post mortem brains.  Dr. Shaw is on up regulation and down regulation and Dr. Deth on methylation, and Judy on the politics and cancer drugs.  And others, and could use my team for discussions?",screen_name89,name89,1.8843003149263304e+18,,,0,0,0,0,0,28.0,False,False,False
2025-01-28 11:52:10 -10:00,"@JordanSchachtel She is either lying or doesn't know 💩 about the HPV ""vaccine"" that HASN'T been SAFELY administered. That shot is next in line to the COVID shots for bestowing destruction on health. Infertility only ONE of the side effects!",screen_name24,name24,1.884335245711008e+18,,,6,1,0,0,0,100.0,False,False,False
2025-01-28 11:58:12 -10:00,"@natnewswatch She literally lies in her testimony because Merck's Gardisil is shown to cause an increase in female infertility &amp; miscarriage, and the chances of getting cervical cancer from HPV is less than 5%. @RFKJr_Official is a hero for uncovering that childhood vaccines were NEVER TESTED!",screen_name90,name90,1.8843491584438561e+18,,,1,0,0,0,1,39.0,False,False,False
2025-01-28 13:08:08 -10:00,"@its_The_Dr I have not heard RFK  talk about getting rid of vaccines, I however have heard that HPV vaccines can sometimes cause infertility. He also wants to get rid of artificial colors, which negatively affect some children/ people.",screen_name91,name91,1.8843186710169766e+18,,,21,2,0,0,0,457.0,False,False,False
2025-01-28 15:22:51 -10:00,@JDunlap1974 The HPV vaccine is not safe. She is lying. Also cervical cancer is up.  The shots don’t work.  Infertility and other serious issues have affected may young people who took this poison.,screen_name92,name92,1.8843582384323016e+18,,,0,0,0,0,0,10.0,False,False,False
2025-01-28 18:18:06 -10:00,@DrNeilStone HPV JAB = INFERTILITY = DEPOPULATION ……BIRTHRATES LOWERED ANNUALLY PIST HPV JAB…THANKS SCIENCE!!! https://t.co/eYcHCSh8y1,screen_name73,name73,1.8841654483480824e+18,,,0,0,0,0,0,5.0,False,False,False
2025-01-28 18:37:06 -10:00,@JBKSchlossberg The HPV Vaccine that she speaks so highly of is also the cause of this generation’s infertility problems!!,screen_name93,name93,1.884294384474047e+18,,,0,0,0,0,0,6.0,False,False,False
2025-01-28 21:27:20 -10:00,Myth: The HPV Vaccine Does Not Cause Infertility (बाँझोपन). #HPVVaccine #HealthMatters #NishaAdhikari https://t.co/Tl2NfF2TOC,screen_name94,name94,,,,0,1,1,0,0,100.0,False,False,False
2025-01-29 04:31:02 -10:00,@Patriotforheavn Somethings I agree with RFK Jr on like the vaccines especially the HPV which I think may be causing a lot of the infertility and POCS women are suffering with but he is definitely part of the club.,screen_name95,name95,1.8845908932832955e+18,,,1,0,0,0,1,47.0,False,False,False
2025-01-29 11:19:15 -10:00,@JDunlap1974 The hpv vaccine is likely the cause of infertility and endometriosis. We've seen a rise in both within the generation that received it in their youth.,screen_name96,name96,1.8843582384323016e+18,,,0,0,0,0,0,17.0,False,False,False
2025-01-29 19:44:53 -10:00,"Bill Gates has offices in these African countries. Burkina Faso, Ethiopia, Kenya, Nigeria, and South Africa. Gates is feeding the people in these countries infertility drugs, disguised as a VACCINE against HPV, and the people don't know  GATES is a REAL sick bastard.",screen_name97,name97,,,,1,0,0,0,0,55.0,False,False,False
2025-01-30 01:08:16 -10:00,"@toobaffled I was a mental health professional until the covid mandates.  During the last 15 years, I can't tell you how many young women/ teens have endometriosis, early menopause,  menorrhagia, amenorrhoea,  infertility.  The common denominator was that they had had the HPV vax.",screen_name98,name98,1.884902899718718e+18,,,16,1,1,0,1,226.0,False,False,False
2025-01-30 01:12:29 -10:00,"@toobaffled Gardasil HPV vaccine risks include autoimmunity, POTS, infertility, and death. What's more, it has shown to cause rather than prevent cervical cancer. The ""safe and effective"" dogma is a LIE! https://t.co/4MQJunE598",screen_name25,name25,1.884902899718718e+18,,,3,4,1,1,0,68.0,False,False,False
2025-01-30 05:18:09 -10:00,"@toobaffled Gates Funded secret experiments in India, with the usual deaths and Atrocities!\nGardasil seems to be a precursor of the Infertility and carcinogenic Covid jabs, containing known toxins - like SM-102.\nThe Globalist hi-jacked internet now says SM-102 is safe! https://t.co/nn14S8a2tn",screen_name44,name44,1.884902899718718e+18,,,7,6,0,1,0,69.0,False,False,False
2025-01-30 10:00:00 -10:00,The HPV vaccine does NOT cause infertility in girls or women - @DrZSB (@uicc)\n\nhttps://t.co/hlglS5XXQQ\n\n#OncoDaily #MedX #MedNews #HPV #CancerPrevention #PublicHealth,screen_name99,name99,,,,11,0,0,0,0,181.0,False,False,False
2025-01-30 12:19:14 -10:00,"@bienfait1987 Kids? Unexplained infertility squarely linked with HPV vax from 2008 version which has since been BANNED worldwide. I’m still holding out hope though, so thanks.",screen_name100,name100,1.8850502305984348e+18,,,3,0,0,0,0,38.0,False,False,False
2025-01-30 12:23:13 -10:00,"Let's have a much closer look at the HPV Vaccine - the levels of Infertility, after taking even one dose of the HPV Vaccine, are through the roof \n\nFor the record, Infertility is BIG Business \n\nIn 'my generation' (First time I've used that term - lol!), nobody had ever encountered Infertility, in their real life - now, infertility is abound \n\n@elonmusk, could you do a poll, or find the info, on the connection between the HPV Vaccine and Infertility, please? \n\nAND, they are giving the HPV Vaccine to VERY young children - reprehensible \n@RobertKennedyJr @realDonaldTrump @RealAlexJones",screen_name101,name101,,,1.8849827807920417e+18,1,0,0,0,0,32.0,False,False,False
